ID,Gene Name,Species,KEGG_PATHWAY
ENSMUST00000115274,"platelet derived growth factor receptor, beta polypeptide(Pdgfrb)",Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04540:Gap junction,mmu04630:JAK-STAT signaling pathway,mmu04810:Regulation of actin cytoskeleton,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05206:MicroRNAs in cancer,mmu05214:Glioma,mmu05215:Prostate cancer,mmu05218:Melanoma,mmu05230:Central carbon metabolism in cancer,mmu05231:Choline metabolism in cancer,"
ENSMUST00000093468,pleckstrin and Sec7 domain containing 3(Psd3),Mus musculus,"mmu04144:Endocytosis,"
ENSMUST00000041272,"pleckstrin homology domain containing, family M (with RUN domain) member 1(Plekhm1)",Mus musculus,"mmu05132:Salmonella infection,"
ENSMUST00000049845,plexin A1(Plxna1),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000109331,plexin B2(Plxnb2),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000099337,plexin C1(Plxnc1),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000026698,podocalyxin-like(Podxl),Mus musculus,"mmu05132:Salmonella infection,"
ENSMUST00000022212,polo like kinase 2(Plk2),Mus musculus,"mmu04068:FoxO signaling pathway,"
ENSMUST00000076859,polo like kinase 3(Plk3),Mus musculus,"mmu04068:FoxO signaling pathway,mmu04625:C-type lectin receptor signaling pathway,mmu05152:Tuberculosis,"
ENSMUST00000067715,"poly(A) binding protein, cytoplasmic 1-like(Pabpc1l)",Mus musculus,"mmu03015:mRNA surveillance pathway,mmu03018:RNA degradation,"
ENSMUST00000057190,"poly(A) binding protein, cytoplasmic 6(Pabpc6)",Mus musculus,"mmu03015:mRNA surveillance pathway,mmu03018:RNA degradation,"
ENSMUST00000200993,polymerase (RNA) I polypeptide D(Polr1d),Mus musculus,"mmu03020:RNA polymerase,mmu04623:Cytosolic DNA-sensing pathway,"
ENSMUST00000127664,polypeptide N-acetylgalactosaminyltransferase 2(Galnt2),Mus musculus,"mmu00512:Mucin type O-glycan biosynthesis,mmu00514:Other types of O-glycan biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000082320,porcupine O-acyltransferase(Porcn),Mus musculus,"mmu04310:Wnt signaling pathway,"
ENSMUST00000110113,"potassium channel, subfamily K, member 10(Kcnk10)",Mus musculus,"mmu04971:Gastric acid secretion,"
ENSMUST00000212611,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1(Kcnn1)",Mus musculus,"mmu04911:Insulin secretion,mmu04929:GnRH secretion,"
ENSMUST00000089184,"potassium inwardly-rectifying channel, subfamily J, member 12(Kcnj12)",Mus musculus,"mmu04725:Cholinergic synapse,mmu04921:Oxytocin signaling pathway,"
ENSMUST00000113212,"potassium inwardly-rectifying channel, subfamily J, member 13(Kcnj13)",Mus musculus,"mmu04974:Protein digestion and absorption,"
ENSMUST00000057801,"potassium inwardly-rectifying channel, subfamily J, member 4(Kcnj4)",Mus musculus,"mmu04725:Cholinergic synapse,mmu04921:Oxytocin signaling pathway,"
ENSMUST00000216033,"potassium inwardly-rectifying channel, subfamily J, member 5(Kcnj5)",Mus musculus,"mmu04713:Circadian entrainment,mmu04723:Retrograde endocannabinoid signaling,mmu04726:Serotonergic synapse,mmu04728:Dopaminergic synapse,mmu04915:Estrogen signaling pathway,mmu04921:Oxytocin signaling pathway,mmu04925:Aldosterone synthesis and secretion,mmu04929:GnRH secretion,mmu05032:Morphine addiction,"
ENSMUST00000047383,"potassium voltage-gated channel, Isk-related subfamily, gene 2(Kcne2)",Mus musculus,"mmu04971:Gastric acid secretion,"
ENSMUST00000030376,"potassium voltage-gated channel, subfamily Q, member 4(Kcnq4)",Mus musculus,"mmu04725:Cholinergic synapse,"
ENSMUST00000040638,pre B cell leukemia homeobox 3(Pbx3),Mus musculus,"mmu05202:Transcriptional misregulation in cancer,"
ENSMUST00000118287,pre-mRNA processing factor 40B(Prpf40b),Mus musculus,"mmu03040:Spliceosome,"
ENSMUST00000059339,prepronociceptin(Pnoc),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000081497,"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)(Pop5)",Mus musculus,"mmu03008:Ribosome biogenesis in eukaryotes,"
ENSMUST00000057023,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III(P4ha3)",Mus musculus,"mmu00330:Arginine and proline metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000122210,profilin 2(Pfn2),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04810:Regulation of actin cytoskeleton,mmu05014:Amyotrophic lateral sclerosis,mmu05132:Salmonella infection,"
ENSMUST00000074113,prominin 1(Prom1),Mus musculus,"mmu05202:Transcriptional misregulation in cancer,"
ENSMUST00000019608,prostaglandin E receptor 1 (subtype EP1)(Ptger1),Mus musculus,"mmu04020:Calcium signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu05163:Human cytomegalovirus infection,mmu05200:Pathways in cancer,"
ENSMUST00000102852,prostaglandin E synthase(Ptges),Mus musculus,"mmu00590:Arachidonic acid metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000144408,prostaglandin I receptor (IP)(Ptgir),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,mmu04270:Vascular smooth muscle contraction,mmu04611:Platelet activation,"
ENSMUST00000088041,prostaglandin I2 (prostacyclin) synthase(Ptgis),Mus musculus,"mmu00590:Arachidonic acid metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000028278,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14(Psmd14)",Mus musculus,"mmu03050:Proteasome,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05169:Epstein-Barr virus infection,"
ENSMUST00000022256,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6(Psmd6)",Mus musculus,"mmu03050:Proteasome,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05169:Epstein-Barr virus infection,"
ENSMUST00000044106,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7(Psmd7)",Mus musculus,"mmu03050:Proteasome,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05169:Epstein-Barr virus infection,"
ENSMUST00000028083,"proteasome (prosome, macropain) subunit, beta type 7(Psmb7)",Mus musculus,"mmu03050:Proteasome,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000025196,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)(Psmb8)",Mus musculus,"mmu03050:Proteasome,"
ENSMUST00000033008,proteasome subunit alpha 1(Psma1),Mus musculus,"mmu03050:Proteasome,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000163070,proteasome subunit alpha 6(Psma6),Mus musculus,"mmu03050:Proteasome,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000023629,protein S (alpha)(Pros1),Mus musculus,"mmu04610:Complement and coagulation cascades,"
ENSMUST00000100302,"protein kinase C, alpha(Prkca)",Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu04010:MAPK signaling pathway,mmu04012:ErbB signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04066:HIF-1 signaling pathway,mmu04070:Phosphatidylinositol signaling system,mmu04071:Sphingolipid signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04150:mTOR signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04270:Vascular smooth muscle contraction,mmu04310:Wnt signaling pathway,mmu04360:Axon guidance,mmu04370:VEGF signaling pathway,mmu04510:Focal adhesion,mmu04540:Gap junction,mmu04613:Neutrophil extracellular trap formation,mmu04650:Natural killer cell mediated cytotoxicity,mmu04664:Fc epsilon RI signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu04670:Leukocyte transendothelial migration,mmu04713:Circadian entrainment,mmu04720:Long-term potentiation,mmu04723:Retrograde endocannabinoid signaling,mmu04724:Glutamatergic synapse,mmu04725:Cholinergic synapse,mmu04726:Serotonergic synapse,mmu04727:GABAergic synapse,mmu04728:Dopaminergic synapse,mmu04730:Long-term depression,mmu04750:Inflammatory mediator regulation of TRP channels,mmu04911:Insulin secretion,mmu04912:GnRH signaling pathway,mmu04916:Melanogenesis,mmu04918:Thyroid hormone synthesis,mmu04919:Thyroid hormone signaling pathway,mmu04921:Oxytocin signaling pathway,mmu04925:Aldosterone synthesis and secretion,mmu04926:Relaxin signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu04929:GnRH secretion,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu04935:Growth hormone synthesis, secretion and action,mmu04960:Aldosterone-regulated sodium reabsorption,mmu04961:Endocrine and other factor-regulated calcium reabsorption,mmu04970:Salivary secretion,mmu04971:Gastric acid secretion,mmu04972:Pancreatic secretion,mmu05017:Spinocerebellar ataxia,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05031:Amphetamine addiction,mmu05032:Morphine addiction,mmu05143:African trypanosomiasis,mmu05146:Amoebiasis,mmu05161:Hepatitis B,mmu05163:Human cytomegalovirus infection,mmu05164:Influenza A,mmu05170:Human immunodeficiency virus 1 infection,mmu05171:Coronavirus disease - COVID-19,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05206:MicroRNAs in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05214:Glioma,mmu05223:Non-small cell lung cancer,mmu05225:Hepatocellular carcinoma,mmu05231:Choline metabolism in cancer,mmu05415:Diabetic cardiomyopathy,mmu05417:Lipid and atherosclerosis,"
ENSMUST00000112211,"protein kinase C, delta(Prkcd)",Mus musculus,"mmu04062:Chemokine signaling pathway,mmu04140:Autophagy - animal,mmu04270:Vascular smooth muscle contraction,mmu04621:NOD-like receptor signaling pathway,mmu04625:C-type lectin receptor signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu04722:Neurotrophin signaling pathway,mmu04750:Inflammatory mediator regulation of TRP channels,mmu04912:GnRH signaling pathway,mmu04915:Estrogen signaling pathway,mmu04930:Type II diabetes mellitus,mmu04931:Insulin resistance,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu05020:Prion disease,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000021527,"protein kinase C, eta(Prkch)",Mus musculus,"mmu04270:Vascular smooth muscle contraction,mmu04750:Inflammatory mediator regulation of TRP channels,"
ENSMUST00000086104,protein kinase D2(Prkd2),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04925:Aldosterone synthesis and secretion,mmu05208:Chemical carcinogenesis - reactive oxygen species,"
ENSMUST00000045246,protein kinase N3(Pkn3),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,"
ENSMUST00000222276,"protein phosphatase 2, regulatory subunit B', gamma(Ppp2r5c)",Mus musculus,"mmu03015:mRNA surveillance pathway,mmu04071:Sphingolipid signaling pathway,mmu04114:Oocyte meiosis,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04728:Dopaminergic synapse,mmu05165:Human papillomavirus infection,"
ENSMUST00000025377,"protein phosphatase 2, regulatory subunit B, beta(Ppp2r2b)",Mus musculus,"mmu03015:mRNA surveillance pathway,mmu04071:Sphingolipid signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04390:Hippo signaling pathway,mmu04530:Tight junction,mmu04728:Dopaminergic synapse,mmu05142:Chagas disease,mmu05160:Hepatitis C,mmu05165:Human papillomavirus infection,"
ENSMUST00000228911,"protein phosphatase 3, catalytic subunit, gamma isoform(Ppp3cc)",Mus musculus,"mmu04010:MAPK signaling pathway,mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04114:Oocyte meiosis,mmu04218:Cellular senescence,mmu04310:Wnt signaling pathway,mmu04360:Axon guidance,mmu04370:VEGF signaling pathway,mmu04380:Osteoclast differentiation,mmu04625:C-type lectin receptor signaling pathway,mmu04650:Natural killer cell mediated cytotoxicity,mmu04658:Th1 and Th2 cell differentiation,mmu04659:Th17 cell differentiation,mmu04660:T cell receptor signaling pathway,mmu04662:B cell receptor signaling pathway,mmu04720:Long-term potentiation,mmu04724:Glutamatergic synapse,mmu04728:Dopaminergic synapse,mmu04921:Oxytocin signaling pathway,mmu04922:Glucagon signaling pathway,mmu04924:Renin secretion,mmu05010:Alzheimer disease,mmu05014:Amyotrophic lateral sclerosis,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05031:Amphetamine addiction,mmu05152:Tuberculosis,mmu05163:Human cytomegalovirus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05235:PD-L1 expression and PD-1 checkpoint pathway in cancer,mmu05417:Lipid and atherosclerosis,"
ENSMUST00000029053,"protein tyrosine phosphatase, non-receptor type 1(Ptpn1)",Mus musculus,"mmu04520:Adherens junction,mmu04910:Insulin signaling pathway,mmu04931:Insulin resistance,mmu05208:Chemical carcinogenesis - reactive oxygen species,"
ENSMUST00000049074,"protein tyrosine phosphatase, receptor type, F(Ptprf)",Mus musculus,"mmu04514:Cell adhesion molecules,mmu04520:Adherens junction,mmu04910:Insulin signaling pathway,mmu04931:Insulin resistance,"
ENSMUST00000218005,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1(Pcbd1),Mus musculus,"mmu00790:Folate biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000006104,"purinergic receptor P2X, ligand-gated ion channel, 5(P2rx5)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000032912,quinolinate phosphoribosyltransferase(Qprt),Mus musculus,"mmu00760:Nicotinate and nicotinamide metabolism,mmu01100:Metabolic pathways,mmu01240:Biosynthesis of cofactors,"
ENSMUST00000027760,"ral guanine nucleotide dissociation stimulator,-like 1(Rgl1)",Mus musculus,"mmu04014:Ras signaling pathway,"
ENSMUST00000067384,ras homolog family member B(Rhob),Mus musculus,"mmu05132:Salmonella infection,"
ENSMUST00000048197,ras homolog family member D(Rhod),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000130235,receptor tyrosine kinase-like orphan receptor 2(Ror2),Mus musculus,"mmu04310:Wnt signaling pathway,"
ENSMUST00000017151,recombination signal binding protein for immunoglobulin kappa J region-like(Rbpjl),Mus musculus,"mmu04330:Notch signaling pathway,mmu04658:Th1 and Th2 cell differentiation,mmu05017:Spinocerebellar ataxia,mmu05165:Human papillomavirus infection,mmu05169:Epstein-Barr virus infection,mmu05203:Viral carcinogenesis,"
ENSMUST00000161356,reelin(Reln),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu05017:Spinocerebellar ataxia,mmu05165:Human papillomavirus infection,"
"ENSMUST00000107424, ENSMUST00000107420",regulator of G-protein signaling 3(Rgs3),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000103062,regulator of G-protein signaling 9(Rgs9),Mus musculus,"mmu04744:Phototransduction,mmu05030:Cocaine addiction,"
ENSMUST00000065745,relaxin/insulin-like family peptide receptor 2(Rxfp2),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,mmu04926:Relaxin signaling pathway,"
ENSMUST00000094556,renin 1 structural(Ren1),Mus musculus,"mmu04614:Renin-angiotensin system,mmu04924:Renin secretion,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000139780,repulsive guidance molecule family member A(Rgma),Mus musculus,"mmu04350:TGF-beta signaling pathway,mmu04360:Axon guidance,"
"ENSMUST00000107475, ENSMUST00000107474, ENSMUST00000107473","retinoic acid receptor, alpha(Rara)",Mus musculus,"mmu04659:Th17 cell differentiation,mmu04915:Estrogen signaling pathway,mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05221:Acute myeloid leukemia,"
ENSMUST00000166775,retinoid X receptor alpha(Rxra),Mus musculus,"mmu03320:PPAR signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04659:Th17 cell differentiation,mmu04919:Thyroid hormone signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu04932:Non-alcoholic fatty liver disease,mmu04976:Bile secretion,mmu05160:Hepatitis C,mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05216:Thyroid cancer,mmu05222:Small cell lung cancer,mmu05223:Non-small cell lung cancer,mmu05226:Gastric cancer,mmu05417:Lipid and atherosclerosis,"
ENSMUST00000111384,retinoid X receptor gamma(Rxrg),Mus musculus,"mmu03320:PPAR signaling pathway,mmu04659:Th17 cell differentiation,mmu04919:Thyroid hormone signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05216:Thyroid cancer,mmu05222:Small cell lung cancer,mmu05223:Non-small cell lung cancer,mmu05226:Gastric cancer,mmu05417:Lipid and atherosclerosis,"
"ENSMUST00000175911, ENSMUST00000175779",rho/rac guanine nucleotide exchange factor (GEF) 2(Arhgef2),Mus musculus,"mmu04530:Tight junction,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000233895,ribosomal protein L10A(Rpl10a),Mus musculus,"mmu03010:Ribosome,mmu05171:Coronavirus disease - COVID-19,"
ENSMUST00000106602,ribosomal protein L38(Rpl38),Mus musculus,"mmu03010:Ribosome,mmu05171:Coronavirus disease - COVID-19,"
ENSMUST00000008036,"ribosomal protein, large, P1(Rplp1)",Mus musculus,"mmu03010:Ribosome,mmu05171:Coronavirus disease - COVID-19,"
ENSMUST00000230062,ring-box 1(Rbx1),Mus musculus,"mmu03420:Nucleotide excision repair,mmu04066:HIF-1 signaling pathway,mmu04110:Cell cycle,mmu04114:Oocyte meiosis,mmu04120:Ubiquitin mediated proteolysis,mmu04141:Protein processing in endoplasmic reticulum,mmu04310:Wnt signaling pathway,mmu04350:TGF-beta signaling pathway,mmu04710:Circadian rhythm,mmu05170:Human immunodeficiency virus 1 infection,mmu05200:Pathways in cancer,mmu05211:Renal cell carcinoma,"
ENSMUST00000023600,roundabout guidance receptor 1(Robo1),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000162373,runt related transcription factor 2(Runx2),Mus musculus,"mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05202:Transcriptional misregulation in cancer,"
ENSMUST00000119564,runt related transcription factor 3(Runx3),Mus musculus,"mmu04658:Th1 and Th2 cell differentiation,mmu05169:Epstein-Barr virus infection,"
ENSMUST00000024839,salt inducible kinase 1(Sik1),Mus musculus,"mmu04922:Glucagon signaling pathway,"
ENSMUST00000121148,"sarcoglycan, gamma (dystrophin-associated glycoprotein)(Sgcg)",Mus musculus,"mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,mmu05416:Viral myocarditis,"
ENSMUST00000033952,secreted frizzled-related protein 1(Sfrp1),Mus musculus,"mmu04310:Wnt signaling pathway,"
ENSMUST00000029625,secreted frizzled-related protein 2(Sfrp2),Mus musculus,"mmu04310:Wnt signaling pathway,"
ENSMUST00000222992,secreted frizzled-related protein 4(Sfrp4),Mus musculus,"mmu04310:Wnt signaling pathway,"
ENSMUST00000102529,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B(Sema3b)",Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000080560,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F(Sema3f)",Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000050625,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B(Sema5b)",Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000202315,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C(Sema6c)",Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000202217,septin 11(Septin11),Mus musculus,"mmu05100:Bacterial invasion of epithelial cells,"
ENSMUST00000106349,septin 9(Septin9),Mus musculus,"mmu05100:Bacterial invasion of epithelial cells,"
ENSMUST00000026470,serine hydroxymethyltransferase 2 (mitochondrial)(Shmt2),Mus musculus,"mmu00260:Glycine, serine and threonine metabolism,mmu00630:Glyoxylate and dicarboxylate metabolism,mmu00670:One carbon pool by folate,mmu01100:Metabolic pathways,mmu01200:Carbon metabolism,mmu01230:Biosynthesis of amino acids,mmu01240:Biosynthesis of cofactors,mmu01523:Antifolate resistance,"
ENSMUST00000028783,"serine protease inhibitor, Kunitz type 1(Spint1)",Mus musculus,"mmu05202:Transcriptional misregulation in cancer,mmu05215:Prostate cancer,"
"ENSMUST00000020145, ENSMUST00000100036",serum/glucocorticoid regulated kinase 1(Sgk1),Mus musculus,"mmu04068:FoxO signaling pathway,mmu04150:mTOR signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04960:Aldosterone-regulated sodium reabsorption,"
ENSMUST00000007423,"signal peptide, CUB domain, EGF-like 2(Scube2)",Mus musculus,"mmu04340:Hedgehog signaling pathway,"
ENSMUST00000009693,signal recognition particle 14(Srp14),Mus musculus,"mmu03060:Protein export,"
ENSMUST00000111018,signal recognition particle 9(Srp9),Mus musculus,"mmu03060:Protein export,"
ENSMUST00000127316,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2(Stam2),Mus musculus,"mmu04144:Endocytosis,mmu04630:JAK-STAT signaling pathway,"
ENSMUST00000236006,signal-induced proliferation associated gene 1(Sipa1),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04670:Leukocyte transendothelial migration,"
ENSMUST00000043208,sine oculis-related homeobox 4(Six4),Mus musculus,"mmu05202:Transcriptional misregulation in cancer,"
"ENSMUST00000229371, ENSMUST00000064067",single-strand selective monofunctional uracil DNA glycosylase(Smug1),Mus musculus,"mmu03410:Base excision repair,"
ENSMUST00000112067,sirtuin 4(Sirt4),Mus musculus,"mmu00760:Nicotinate and nicotinamide metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000077689,slingshot protein phosphatase 1(Ssh1),Mus musculus,"mmu04360:Axon guidance,mmu04810:Regulation of actin cytoskeleton,"
ENSMUST00000169141,slit guidance ligand 1(Slit1),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000069837,slit guidance ligand 3(Slit3),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000099538,small ubiquitin-like modifier 3(Sumo3),Mus musculus,"mmu03013:Nucleocytoplasmic transport,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000052631,snail family zinc finger 1(Snai1),Mus musculus,"mmu04520:Adherens junction,"
ENSMUST00000065196,"sodium channel, voltage-gated, type V, alpha(Scn5a)",Mus musculus,"mmu04261:Adrenergic signaling in cardiomyocytes,"
ENSMUST00000088386,"solute carrier family 15 (oligopeptide transporter), member 1(Slc15a1)",Mus musculus,"mmu04974:Protein digestion and absorption,"
ENSMUST00000168579,"solute carrier family 16 (monocarboxylic acid transporters), member 3(Slc16a3)",Mus musculus,"mmu05230:Central carbon metabolism in cancer,"
ENSMUST00000026084,"solute carrier family 18 (vesicular monoamine), member 2(Slc18a2)",Mus musculus,"mmu04721:Synaptic vesicle cycle,mmu04726:Serotonergic synapse,mmu04728:Dopaminergic synapse,mmu05012:Parkinson disease,mmu05030:Cocaine addiction,mmu05031:Amphetamine addiction,mmu05034:Alcoholism,"
ENSMUST00000191501,"solute carrier family 18 (vesicular monoamine), member 3(Slc18a3)",Mus musculus,"mmu04721:Synaptic vesicle cycle,mmu04725:Cholinergic synapse,"
ENSMUST00000030398,"solute carrier family 2 (facilitated glucose transporter), member 1(Slc2a1)",Mus musculus,"mmu04066:HIF-1 signaling pathway,mmu04911:Insulin secretion,mmu04919:Thyroid hormone signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04922:Glucagon signaling pathway,mmu04931:Insulin resistance,mmu04976:Bile secretion,mmu05166:Human T-cell leukemia virus 1 infection,mmu05200:Pathways in cancer,mmu05211:Renal cell carcinoma,mmu05230:Central carbon metabolism in cancer,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000087012,"solute carrier family 22 (organic anion transporter), member 7(Slc22a7)",Mus musculus,"mmu04976:Bile secretion,"
ENSMUST00000076493,"solute carrier family 22 (organic cation transporter), member 21(Slc22a21)",Mus musculus,"mmu05231:Choline metabolism in cancer,"
ENSMUST00000024595,"solute carrier family 22 (organic cation transporter), member 3(Slc22a3)",Mus musculus,"mmu05231:Choline metabolism in cancer,"
ENSMUST00000037798,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1(Slc24a1)",Mus musculus,"mmu04744:Phototransduction,"
ENSMUST00000177567,"solute carrier family 38, member 3(Slc38a3)",Mus musculus,"mmu04724:Glutamatergic synapse,mmu04727:GABAergic synapse,mmu04964:Proximal tubule bicarbonate reclamation,"
ENSMUST00000071539,"solute carrier family 39 (metal ion transporter), member 11(Slc39a11)",Mus musculus,"mmu05010:Alzheimer disease,mmu05012:Parkinson disease,"
ENSMUST00000007249,"solute carrier family 44, member 4(Slc44a4)",Mus musculus,"mmu05231:Choline metabolism in cancer,"
ENSMUST00000000809,"solute carrier family 5 (sodium iodide symporter), member 5(Slc5a5)",Mus musculus,"mmu04918:Thyroid hormone synthesis,"
ENSMUST00000064580,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13(Slc6a13)",Mus musculus,"mmu04721:Synaptic vesicle cycle,mmu04727:GABAergic synapse,"
ENSMUST00000163288,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9(Slc6a9)",Mus musculus,"mmu04721:Synaptic vesicle cycle,"
